CNPJ_Fundo,Data_Referencia,Versao,Nome_Imovel,Endereco,Data_Alienacao,Area,Numero_Unidades,Outras_Caracteristicas_Relevantes,Percentual_Imovel_Total_Investido,Percentual_Imovel_PL
32.655.589/0001-52,2020-12-31,1,VH_1001A,"Lote 5, Quadra C 02 Torre_A, Ap. 1001 - Alphaville Residencial I - Cidade Ocidental - GO",2020-11-03,125.22,1.0,Nenhuma característica relevante,0.001596,0.001941
32.655.589/0001-52,2020-12-31,1,VH_103_B,"Lote 5, Quadra C 02 Torre_B, Ap. 103 - Alphaville Residencial I - Cidade Ocidental - GO",2020-11-13,70.44,1.0,Nenhuma característica relevante,0.000902,0.001097
32.655.589/0001-52,2020-12-31,1,VH_105_B,"Lote 5, Quadra C 02 Torre_B, Ap. 105 - Alphaville Residencial I - Cidade Ocidental - GO",2020-12-21,70.45,1.0,Nenhuma característica relevante,0.000878,0.00107
32.655.589/0001-52,2020-12-31,1,VH_201_A,"Lote 5, Quadra C 02 Torre_A, Ap. 201 - Alphaville Residencial I - Cidade Ocidental - GO",2020-11-19,125.22,1.0,Nenhuma característica relevante,0.001615,0.001965
32.655.589/0001-52,2020-12-31,1,VH_203_A,"Lote 5, Quadra C 02 Torre_A, Ap. 203 - Alphaville Residencial I - Cidade Ocidental - GO",2020-12-15,91.47,1.0,Nenhuma característica relevante,0.001173,0.001429
32.655.589/0001-52,2020-12-31,1,VH_401_A,"Lote 5, Quadra C 02 Torre_A, Ap. 401 - Alphaville Residencial I - Cidade Ocidental - GO",2020-11-18,125.22,1.0,Nenhuma característica relevante,0.001602,0.00195
32.655.589/0001-52,2020-12-31,1,VH_403_B,"Lote 5, Quadra C 02 Torre_B, Ap. 403 - Alphaville Residencial I - Cidade Ocidental - GO",2020-12-11,70.44,1.0,Nenhuma característica relevante,0.000864,0.001051
32.655.589/0001-52,2020-12-31,1,VH_503_B,"Lote 5, Quadra C 02 Torre_B, Ap. 503 - Alphaville Residencial I - Cidade Ocidental - GO",2020-11-18,70.44,1.0,Nenhuma característica relevante,0.000872,0.001062
32.655.589/0001-52,2020-12-31,1,VH_601_A,"Lote 5, Quadra C 02 Torre_A, Ap. 601 - Alphaville Residencial I - Cidade Ocidental - GO",2020-11-18,125.22,1.0,Nenhuma característica relevante,0.001593,0.00194
32.655.589/0001-52,2020-12-31,1,VH_703_A,"Lote 5, Quadra C 02 Torre_A, Ap. 703 - Alphaville Residencial I - Cidade Ocidental - GO",2020-10-27,91.47,1.0,Nenhuma característica relevante,0.001121,0.001362
32.655.589/0001-52,2020-12-31,1,VH_801_A,"Lote 5, Quadra C 02 Torre_A, Ap. 801 - Alphaville Residencial I - Cidade Ocidental - GO",2020-11-18,125.22,1.0,Nenhuma característica relevante,0.001606,0.001955
32.655.589/0001-52,2020-12-31,1,VH_901_A,"Lote 5, Quadra C 02 Torre_A, Ap. 901 - Alphaville Residencial I - Cidade Ocidental - GO",2020-11-13,125.22,1.0,Nenhuma característica relevante,0.001615,0.001965
32.655.589/0001-52,2020-12-31,1,VH_903_A,"Lote 5, Quadra C 02 Torre_A, Ap. 903 - Alphaville Residencial I - Cidade Ocidental - GO",2020-12-15,91.47,1.0,Nenhuma característica relevante,0.001215,0.00148
32.655.589/0001-52,2020-12-31,1,VH1003_B,"Lote 5, Quadra C 02 Torre_B, Ap. 1003 - Alphaville Residencial I - Cidade Ocidental - GO",2020-11-09,70.44,1.0,Nenhuma característica relevante,0.000885,0.001077
32.655.589/0001-52,2020-12-31,1,VH1103_B,"Lote 5, Quadra C 02 Torre_B, Ap. 1103 - Alphaville Residencial I - Cidade Ocidental - GO",2020-12-15,70.44,1.0,Nenhuma característica relevante,0.000876,0.001067
32.655.589/0001-52,2020-12-31,1,VH1203_B,"Lote 5, Quadra C 02 Torre_B, Ap. 1203 - Alphaville Residencial I - Cidade Ocidental - GO",2020-12-07,70.44,1.0,Nenhuma característica relevante,0.000881,0.001072
32.655.589/0001-52,2020-12-31,1,VH1303_B,"Lote 5, Quadra C 02 Torre_B, Ap. 1303 - Alphaville Residencial I - Cidade Ocidental - GO",2020-12-21,70.44,1.0,Nenhuma característica relevante,0.00088,0.001072
32.655.589/0001-52,2020-12-31,1,ESSE_42,"Rua 27 de outubro, nº 224, Edifício Essenza - Ap. 42 Suzano-SP",2020-10-23,130.89,1.0,Nenhuma caracteristica relevante.,0.00275,0.003343
32.655.589/0001-52,2020-12-31,1,VH1305_B,"Lote 5, Quadra C 02 Torre_B, Ap. 1305 - Alphaville Residencial I - Cidade Ocidental - GO",2020-12-15,70.45,1.0,Nenhuma característica relevante,0.00087,0.001059
32.655.589/0001-52,2020-12-31,1,VH1403_B,"Lote 5, Quadra C 02 Torre_B, Ap. 1403 - Alphaville Residencial I - Cidade Ocidental - GO",2020-10-09,70.44,1.0,Nenhuma característica relevante,0.000922,0.001123
32.655.589/0001-52,2020-12-31,1,VH1405_B,"Lote 5, Quadra C 02 Torre_B, Ap. 1405 - Alphaville Residencial I - Cidade Ocidental - GO",2020-11-11,70.45,1.0,Nenhuma característica relevante,0.000914,0.001113
32.655.589/0001-52,2020-12-31,1,VH1603_B,"Lote 5, Quadra C 02 Torre_B, Ap. 1603 - Alphaville Residencial I - Cidade Ocidental - GO",2020-10-07,70.44,1.0,Nenhuma característica relevante,0.000922,0.001123
32.655.589/0001-52,2020-12-31,1,MAISON_7,"Avenida Maestro João Batista Julião, nº 350, Residencial Maison Duvive - Casa 7, Vila Oliveira - Mogi das Cruzes-SP",2020-10-14,564.57,1.0,Nenhuma caracteristica relevante.,0.005454,0.006636
32.655.589/0001-52,2020-12-31,1,KEY1702B,"Av. Constelação, S/N , Ap. 1702B Bloco Coconut Grove, Manaus - AM",2020-11-19,98.83,1.0,Nenhuma característica relevante,0.001887,0.002297
32.655.589/0001-52,2020-12-31,1,CC_302A,"Av. Constelação, S/N , Ap. 302A Bloco Coral Terrace, Manaus - AM",2020-10-20,117.7,1.0,Nenhuma característica relevante,0.00231,0.002807
32.655.589/0001-52,2020-12-31,1,CC_1802B,"Av. Constelação, S/N , Ap. 1802B Bloco Coral Terrace, Manaus - AM",2020-10-05,134.97,1.0,Nenhuma característica relevante,0.002409,0.002935
32.655.589/0001-52,2020-12-31,1,IMP_21B,"Alameda Meyer J. Nigri, 215, Torre B Ap. 21 - Suzano-SP",2020-10-19,89.76,1.0,Nenhuma característica relevante.,0.001595,0.00194
32.655.589/0001-52,2020-12-31,1,IMP_163A,"Alameda Meyer J. Nigri, 215, Torre A Ap. 163 - Suzano-SP",2020-10-19,181.86,1.0,Nenhuma característica relevante.,0.002729,0.003318
32.655.589/0001-52,2020-12-31,1,ADEL_102,"Av. B, Residencial Adelina Alves de Souza - Ap. 102, Setor Araguaia - Aparecida de Goiás-GO",2020-10-06,62.85,1.0,Nenhuma característica relevante.,0.000523,0.000638
32.655.589/0001-52,2020-12-31,1,ADEL_503,"Av. B, Residencial Adelina Alves de Souza - Ap. 503, Setor Araguaia - Aparecida de Goiás-GO",2020-10-20,62.85,1.0,Nenhuma característica relevante.,0.000524,0.000638
32.655.589/0001-52,2020-12-31,1,ADEL_601,"Av. B, Residencial Adelina Alves de Souza - Ap. 601, Setor Araguaia - Aparecida de Goiás-GO",2020-12-01,62.85,1.0,Nenhuma característica relevante.,0.000524,0.000638
32.655.589/0001-52,2020-12-31,1,ADEL_802,"Av. B, Residencial Adelina Alves de Souza - Ap. 802, Setor Araguaia - Aparecida de Goiás-GO",2020-11-25,62.85,1.0,Nenhuma característica relevante.,0.000566,0.000689
32.655.589/0001-52,2020-12-31,1,ADEL_G8,"Av. B, Residencial Adelina Alves de Souza - Vaga 8, Setor Araguaia - Aparecida de Goiás-GO",2020-11-25,2.33,1.0,Nenhuma característica relevante.,0.0,1e-06
32.655.589/0001-52,2020-12-31,1,EB_102,"Avenida São Rafael, nº 1.405, Sala 102 - São Marcos, Salvador-BA",2020-11-25,30.08,1.0,Nenhuma característica relevante,0.000432,0.000526
