CNPJ_Fundo,Data_Referencia,Versao,Mes_Referencia,Percentual_Rentabilidade_Efetiva_Mes,Percentual_Rentabilidade_Auferida_Ausencia_Garantia
36.200.677/0001-10,2021-12-31,1,Outubro,0.01025,0.008644
36.200.677/0001-10,2021-12-31,1,Novembro,-0.001788,-0.003784
36.200.677/0001-10,2021-12-31,1,Dezembro,0.00161,-0.000168
36.517.660/0001-91,2021-03-31,1,Janeiro,0.007101,0.002808
36.517.660/0001-91,2021-03-31,1,Fevereiro,0.004287,-5e-06
36.517.660/0001-91,2021-03-31,1,Março,0.004717,0.0002
36.517.660/0001-91,2021-06-30,1,Abril,0.004868,0.000734
36.517.660/0001-91,2021-06-30,1,Maio,-0.000266,-0.004397
36.517.660/0001-91,2021-06-30,1,Junho,0.004792,0.000642
36.517.660/0001-91,2021-09-30,1,Julho,0.003509,-0.000989
36.517.660/0001-91,2021-09-30,1,Agosto,0.004882,-0.004143
36.517.660/0001-91,2021-09-30,1,Setembro,0.254235,0.249311
36.517.660/0001-91,2021-12-31,1,Outubro,0.004481,0.000223
36.517.660/0001-91,2021-12-31,1,Novembro,0.037557,0.03298
36.517.660/0001-91,2021-12-31,1,Dezembro,0.00426,-0.000392
36.615.915/0001-59,2021-03-31,1,01/2021,-0.006861,-0.006861
36.615.915/0001-59,2021-03-31,1,02/2021,0.020156,0.020156
36.615.915/0001-59,2021-03-31,1,03/2021,-0.014221,-0.014221
36.615.915/0001-59,2021-06-30,1,04/2021,0.014182,0.014182
36.615.915/0001-59,2021-06-30,1,05/2021,-0.01995,-0.01995
36.615.915/0001-59,2021-06-30,1,06/2021,-0.028676,-0.028676
36.615.915/0001-59,2021-09-30,1,07/2021,0.01994,0.01994
36.615.915/0001-59,2021-09-30,1,08/2021,-0.036021,-0.036021
36.615.915/0001-59,2021-09-30,1,09/2021,-0.016458,-0.016458
36.615.915/0001-59,2021-12-31,1,10/2021,-0.025266,-0.025266
36.615.915/0001-59,2021-12-31,1,11/2021,-0.033306,-0.033306
36.615.915/0001-59,2021-12-31,1,12/2021,0.091066,0.091066
37.087.810/0001-37,2021-03-31,3,Não possui informação apresentada.,,
37.087.810/0001-37,2021-06-30,2,Não possui informação apresentada.,,
37.087.810/0001-37,2021-09-30,1,Não possui informação apresentada.,,
37.087.810/0001-37,2021-12-31,3,Não possui informação apresentada.,,
38.294.086/0001-85,2021-03-31,1,fev/21,0.0015137609120039,0.0003040998469738
38.294.086/0001-85,2021-03-31,1,mar/21,0.055009098921783,0.052699076404372
38.294.086/0001-85,2021-06-30,1,04/2021,0.006488,0.0030634886835512
38.294.086/0001-85,2021-06-30,1,05/2021,0.005848,0.0028550893631406
38.294.086/0001-85,2021-06-30,1,06/2021,0.00328,0.0036031460206506
38.294.086/0001-85,2021-09-30,1,07/2021,0.004366,-0.0016619185724363
38.294.086/0001-85,2021-09-30,1,08/2021,0.00462,-0.0006363051347477
38.294.086/0001-85,2021-09-30,1,09/2021,0.003814,-0.0012233569958947
38.294.086/0001-85,2021-12-31,1,10/2021,0.005096,0.000872
38.294.086/0001-85,2021-12-31,1,11/2021,0.0157,0.014321
38.294.086/0001-85,2021-12-31,1,12/2021,-0.066512,-0.067816
38.376.805/0001-07,2021-03-31,1,01/2021,-0.00036,-0.00036
38.376.805/0001-07,2021-03-31,1,02/2021,-0.000387,-0.000387
38.376.805/0001-07,2021-03-31,1,03/2021,-0.000385,-0.000385
38.376.805/0001-07,2021-06-30,1,04/2021,-0.000385,-0.000385
38.376.805/0001-07,2021-06-30,1,05/2021,-0.000395,-0.000395
38.376.805/0001-07,2021-06-30,1,06/2021,0.155354,0.155354
38.376.805/0001-07,2021-09-30,1,07/2021,-0.048024,-0.048024
38.376.805/0001-07,2021-09-30,1,08/2021,-0.008953,-0.008953
38.376.805/0001-07,2021-09-30,1,09/2021,-0.003758,-0.003758
38.376.805/0001-07,2021-12-31,1,10/2021,0.002196,0.002196
38.376.805/0001-07,2021-12-31,1,11/2021,-0.004977,-0.004977
38.376.805/0001-07,2021-12-31,1,12/2021,-0.019523,-0.019523
