CNPJ_Fundo,Data_Referencia,Versao,Nome_Endereco_Imovel,Caracteristicas_Contratuais
26.545.627/0001-11,2019-12-31,1,CA20128,Idem acima
26.545.627/0001-11,2019-12-31,1,CA20129,Idem acima
26.545.627/0001-11,2019-12-31,1,CA20130,Idem acima
26.545.627/0001-11,2019-12-31,1,CA20131,Idem acima
26.545.627/0001-11,2019-12-31,1,CA20132,Idem acima
26.545.627/0001-11,2019-12-31,1,CA20133,Idem acima
26.545.627/0001-11,2019-12-31,1,CA20134,Idem acima
26.545.627/0001-11,2019-12-31,1,CA20135,Idem acima
26.545.627/0001-11,2019-12-31,1,CA20136,Idem acima
26.545.627/0001-11,2019-12-31,1,CA20137,Idem acima
26.545.627/0001-11,2019-12-31,1,CA20138,Idem acima
26.545.627/0001-11,2019-12-31,1,CI59118,Idem acima
26.545.627/0001-11,2019-12-31,1,CA12831,Idem acima
26.545.627/0001-11,2019-12-31,1,CA12832,Idem acima
26.545.627/0001-11,2019-12-31,1,CA12833,Idem acima
26.545.627/0001-11,2019-12-31,1,CA12834,Idem acima
26.545.627/0001-11,2019-12-31,1,CA19493,Idem acima
26.545.627/0001-11,2019-12-31,1,CA19496,Idem acima
26.545.627/0001-11,2019-12-31,1,CA194962,Idem acima
26.545.627/0001-11,2019-12-31,1,CA19794,Idem acima
26.545.627/0001-11,2019-12-31,1,CA20113,Idem acima
26.545.627/0001-11,2019-12-31,1,CA2970,Idem acima
26.545.627/0001-11,2019-12-31,1,CA2971,Idem acima
26.545.627/0001-11,2019-12-31,1,CA2972,Idem acima
26.545.627/0001-11,2019-12-31,1,CA2973,Idem acima
26.545.627/0001-11,2019-12-31,1,CA2974,Idem acima
26.545.627/0001-11,2019-12-31,1,CA2975,Idem acima
26.545.627/0001-11,2019-12-31,1,CA2976,Idem acima
26.545.627/0001-11,2019-12-31,1,CA2977,Idem acima
26.545.627/0001-11,2019-12-31,1,CA2978,Idem acima
26.545.627/0001-11,2019-12-31,1,CA3612,Idem acima
26.545.627/0001-11,2019-12-31,1,CA3613,Idem acima
26.545.627/0001-11,2019-12-31,1,CA3614,Idem acima
26.545.627/0001-11,2019-12-31,1,CA3615,Idem acima
26.545.627/0001-11,2019-12-31,1,CA3616,Idem acima
26.545.627/0001-11,2019-12-31,1,CA3617,Idem acima
26.545.627/0001-11,2019-12-31,1,CA41474,Idem acima
26.545.627/0001-11,2019-12-31,1,CA41475,Idem acima
26.545.627/0001-11,2019-12-31,1,CA41476,Idem acima
26.545.627/0001-11,2019-12-31,1,CA41477,Idem acima
26.545.627/0001-11,2019-12-31,1,CA41478,Idem acima
26.545.627/0001-11,2019-12-31,1,CA41479,Idem acima
26.545.627/0001-11,2019-12-31,1,CA41480,Idem acima
26.545.627/0001-11,2019-12-31,1,CA41481,Idem acima
26.545.627/0001-11,2019-12-31,1,CA41482,Idem acima
26.545.627/0001-11,2019-12-31,1,CA41483,Idem acima
26.545.627/0001-11,2019-12-31,1,CA41484,Idem acima
26.545.627/0001-11,2019-12-31,1,CA41485,Idem acima
26.545.627/0001-11,2019-12-31,1,CA41486,Idem acima
26.545.627/0001-11,2019-12-31,1,CA41487,Idem acima
26.545.627/0001-11,2019-12-31,1,1,
26.614.291/0001-00,2019-03-29,1,Nissei,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-03-29,1,MD Papeis,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-03-29,1,MOINHO IGUAGU AGROINDUSTRIAL,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-03-29,1,MOINHO IGUAGU AGROINDUSTRIAL,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-03-29,1,AMBEV,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-03-29,1,CAMARGO EMBALAGENS,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-03-29,1,TODIMO,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-03-29,1,CEPALGO EMBALAGENS FLEXÍVEIS LTDA,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-03-29,1,HERING E SANTA CRUZ,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-03-29,1,JEFER PRODUTOS SIDERÚRGICOS,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-03-29,1,COPOBRÁS,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-03-29,1,COPOBRÁS II,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-03-29,1,AETHRA,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-06-28,1,Nissei,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-06-28,1,MD Papeis,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-06-28,1,MOINHO IGUAGU AGROINDUSTRIAL,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-06-28,1,MOINHO IGUAGU AGROINDUSTRIAL,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-06-28,1,AMBEV,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-06-28,1,CAMARGO EMBALAGENS,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-06-28,1,TODIMO,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-06-28,1,CEPALGO EMBALAGENS FLEXÍVEIS LTDA,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-06-28,1,HERING E SANTA CRUZ,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-06-28,1,JEFER PRODUTOS SIDERÚRGICOS,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-06-28,1,COPOBRÁS,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-06-28,1,COPOBRÁS II,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-09-30,1,Nissei,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-09-30,1,MD Papeis,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-09-30,1,MOINHO IGUAGU AGROINDUSTRIAL,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-09-30,1,MOINHO IGUAGU AGROINDUSTRIAL,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-09-30,1,AMBEV,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-09-30,1,CAMARGO EMBALAGENS,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-09-30,1,TODIMO,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-09-30,1,CEPALGO EMBALAGENS FLEXÍVEIS LTDA,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-09-30,1,HERING E SANTA CRUZ,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-09-30,1,JEFER PRODUTOS SIDERÚRGICOS,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-09-30,1,COPOBRÁS,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-09-30,1,COPOBRÁS II,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-09-30,1,COVOLAN,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-12-31,1,Nissei,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-12-31,1,MD Papeis,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-12-31,1,MOINHO IGUAGU AGROINDUSTRIAL,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-12-31,1,MOINHO IGUAGU AGROINDUSTRIAL,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-12-31,1,AMBEV,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-12-31,1,CAMARGO EMBALAGENS,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-12-31,1,TODIMO,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-12-31,1,CEPALGO EMBALAGENS FLEXÍVEIS LTDA,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-12-31,1,HERING E SANTA CRUZ,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-12-31,1,JEFER PRODUTOS SIDERÚRGICOS,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-12-31,1,COPOBRÁS,Contrato atipico de locação Sale Leaseback
26.614.291/0001-00,2019-12-31,1,COPOBRÁS II,Contrato atipico de locação Sale Leaseback
26.642.727/0001-66,2019-03-31,2,Estacionamentos Total Ltda.,Contrato com cláusula de sigilo.
26.642.727/0001-66,2019-06-30,1,Estacionamentos Total Ltda.,Contrato com cláusula de sigilo.
26.642.727/0001-66,2019-09-30,1,Estacionamento Ventura Shopping Ltda.,Contrato com cláusula de sigilo.
26.642.727/0001-66,2019-12-31,2,Estacionamento Ventura Shopping Ltda.,Contrato com cláusula de sigilo.
26.642.834/0001-94,2019-12-31,2,Itaú Raposo,Nenhuma característica contratual que destoe sensivelmente dos demais
26.642.834/0001-94,2019-12-31,2,Itau Agências,Nenhuma característica contratual que destoe sensivelmente dos demais
26.642.834/0001-94,2019-12-31,2,Itau Agências,Nenhuma característica contratual que destoe sensivelmente dos demais
26.681.370/0001-25,2019-09-30,1,Ed. Torre Sul,Conforme item anterior
26.681.370/0001-25,2019-12-31,1,Ed. Torre Sul,Conforme item anterior
26.681.370/0001-25,2019-12-31,1,Ed. Passarelli,Conforme item anterior
26.681.370/0001-25,2019-12-31,1,Condomínio Ed São Luiz,Conforme item anterior
26.846.280/0001-47,2019-03-31,1,NÃO HÁ,NÃO HÁ
26.846.280/0001-47,2019-06-28,1,NÃO HÁ,NÃO HÁ
26.846.280/0001-47,2019-09-30,1,NÃO HÁ,NÃO HÁ
26.846.280/0001-47,2019-12-31,1,NÃO HÁ,NÃO HÁ
27.212.823/0001-37,2019-03-29,1,,
27.368.600/0001-63,2019-03-31,1,Galpão Logístico Quatro Barras,Único imóvel
27.368.600/0001-63,2019-06-30,1,Galpão Logístico Quatro Barras,Único imóvel
27.368.600/0001-63,2019-09-30,1,Galpão Logístico Quatro Barras,Único imóvel
27.368.600/0001-63,2019-12-31,1,Galpão Logístico Quatro Barras,Único imóvel
27.486.542/0001-72,2019-09-30,1,-,-
27.486.542/0001-72,2019-12-31,1,-,-
27.538.477/0001-81,2019-03-31,1,NÃO HÁ,NÃO HÁ
27.538.477/0001-81,2019-06-28,1,NÃO HÁ,NÃO HÁ
27.538.477/0001-81,2019-09-30,1,NÃO HÁ,NÃO HÁ
27.538.477/0001-81,2019-12-31,1,NÃO HÁ,NÃO HÁ
27.773.327/0001-52,2019-03-29,1,"Imóvel logístico localizado na Avenida Monteiro Lobato, 4.250 e 4.550, Guarulhos",s contratos tem reajustes anuais pelo IPCA
27.773.327/0001-52,2019-06-26,1,"Imóvel logístico localizado na Avenida Monteiro Lobato, 4.250 e 4.550, Guarulhos",s contratos tem reajustes anuais pelo IPCA
28.108.193/0001-18,2019-03-29,1,0,0
28.108.193/0001-18,2019-06-28,1,0,0
28.108.193/0001-18,2019-09-30,1,0,0
28.108.193/0001-18,2019-12-31,1,0,0
28.216.384/0001-01,2019-03-31,1,Conjunto contíguo de três imóveis urbanos,Não se aplica.
28.216.384/0001-01,2019-03-31,1,Imóvel Urbano,Não se aplica.
28.216.384/0001-01,2019-06-30,1,Conjunto contíguo de três imóveis urbanos,Não se aplica.
28.216.384/0001-01,2019-06-30,1,Imóvel Urbano,Não se aplica.
28.216.384/0001-01,2019-09-30,1,Conjunto contíguo de três imóveis urbanos,Não se aplica.
28.216.384/0001-01,2019-09-30,1,Imóvel Urbano,Não se aplica.
28.216.384/0001-01,2019-12-31,1,Conjunto contíguo de três imóveis urbanos,Não se aplica.
28.216.384/0001-01,2019-12-31,1,Imóvel Urbano Rio Claro SP,Não se aplica.
28.216.384/0001-01,2019-12-31,1,Imóvel Urbano Belo Horizonte MG,Não se aplica.
28.267.530/0001-10,2019-03-29,2,-,-
28.267.530/0001-10,2019-06-28,1,-,-
28.267.530/0001-10,2019-09-30,1,-,-
28.267.530/0001-10,2019-12-31,1,-,-
28.267.555/0001-13,2019-09-30,1,-,-
28.267.555/0001-13,2019-12-31,1,-,-
28.267.696/0001-36,2019-06-28,1,-,-
28.267.696/0001-36,2019-09-30,1,-,-
28.267.696/0001-36,2019-12-31,2,,
28.516.325/0001-40,2019-12-31,1,Não se aplica,Não se aplica
28.516.650/0001-03,2019-03-31,1,,
28.516.650/0001-03,2019-06-30,1,,
28.516.650/0001-03,2019-09-30,1,,
28.516.650/0001-03,2019-12-31,1,,
28.548.288/0001-52,2019-12-31,1,Camil,Item acima
28.693.595/0001-27,2019-03-31,1,,
28.693.595/0001-27,2019-06-30,1,,
28.693.595/0001-27,2019-09-30,1,,
28.693.595/0001-27,2019-12-31,1,,
28.737.771/0001-85,2019-03-29,1,Air Liquide São Paulo/SP,Não possui caracteristicas que destoem dos demais
28.737.771/0001-85,2019-03-29,1,Atento Rio de Janeiro/RJ,Não possui caracteristicas que destoem dos demais
28.737.771/0001-85,2019-06-28,1,Air Liquide São Paulo/SP,Não possui caracteristicas que destoem dos demais
28.737.771/0001-85,2019-06-28,1,Atento Rio de Janeiro/RJ,Não possui caracteristicas que destoem dos demais
28.737.771/0001-85,2019-09-30,1,Empreendimento Air Liquide,Não possui caracteristicas que destoem dos demais
28.737.771/0001-85,2019-09-30,1,Empreendimento BRF - Filial GRU,Não possui caracteristicas que destoem dos demais
28.737.771/0001-85,2019-09-30,1,Empreendimento BRF - Filial Bauru,Não possui caracteristicas que destoem dos demais
28.737.771/0001-85,2019-09-30,1,Empreendimento Atento Del Castilho,Não possui caracteristicas que destoem dos demais
28.737.771/0001-85,2019-09-30,1,Empreendimento Atento Del Castilho,Não possui caracteristicas que destoem dos demais
28.737.771/0001-85,2019-09-30,1,Empreendimento Araporé IPG,Não possui caracteristicas que destoem dos demais
28.737.771/0001-85,2019-12-31,1,Galpão Air Liquide,Não possui caracteristicas que destoem dos demais
28.737.771/0001-85,2019-12-31,1,Galpão Atento Del Castilho,Não possui caracteristicas que destoem dos demais
28.737.771/0001-85,2019-12-31,1,Galpão Momentum,Não possui caracteristicas que destoem dos demais
28.737.771/0001-85,2019-12-31,1,Galpão Ed. Moderna,Não possui caracteristicas que destoem dos demais
28.737.771/0001-85,2019-12-31,1,Galpão GRU,Não possui caracteristicas que destoem dos demais
28.737.771/0001-85,2019-12-31,1,Galpão BRU,Não possui caracteristicas que destoem dos demais
28.737.771/0001-85,2019-12-31,1,Galpão Aptiv,Não possui caracteristicas que destoem dos demais
28.757.546/0001-00,2019-03-29,1,Caxias Shopping,Não possui caracteristicas que destoem dos demais
28.757.546/0001-00,2019-03-29,1,Shopping Cidade Jardim,Não possui caracteristicas que destoem dos demais
28.757.546/0001-00,2019-03-29,1,Catarina Fashion Outlet,Não possui caracteristicas que destoem dos demais
28.757.546/0001-00,2019-03-29,1,Parque Shopping Belém,Não possui caracteristicas que destoem dos demais
28.757.546/0001-00,2019-03-29,1,Shopping Cidade São Paulo,Não possui caracteristicas que destoem dos demais
28.757.546/0001-00,2019-06-28,1,Caxias Shopping,Não possui caracteristicas que destoem dos demais
28.757.546/0001-00,2019-06-28,1,Shopping Cidade Jardim,Não possui caracteristicas que destoem dos demais
28.757.546/0001-00,2019-06-28,1,Catarina Fashion Outlet,Não possui caracteristicas que destoem dos demais
28.757.546/0001-00,2019-06-28,1,Parque Shopping Belém,Não possui caracteristicas que destoem dos demais
28.757.546/0001-00,2019-06-28,1,Shopping Cidade São Paulo,Não possui caracteristicas que destoem dos demais
28.757.546/0001-00,2019-09-30,1,Caxias Shopping,Não possui caracteristicas que destoem dos demais
28.757.546/0001-00,2019-09-30,1,Shopping Cidade Jardim,Não possui caracteristicas que destoem dos demais
28.757.546/0001-00,2019-09-30,1,Catarina Fashion Outlet,Não possui caracteristicas que destoem dos demais
28.757.546/0001-00,2019-09-30,1,Parque Shopping Belém,Não possui caracteristicas que destoem dos demais
28.757.546/0001-00,2019-09-30,1,Shopping Cidade São Paulo,Não possui caracteristicas que destoem dos demais
28.757.546/0001-00,2019-09-30,1,Plaza Sul Shopping,Não possui caracteristicas que destoem dos demais
28.757.546/0001-00,2019-12-31,1,Caxias Shopping,Não possui caracteristicas que destoem dos demais
28.757.546/0001-00,2019-12-31,1,Downtown Shopping,Não possui caracteristicas que destoem dos demais
28.757.546/0001-00,2019-12-31,1,Natal Shopping,Não possui caracteristicas que destoem dos demais
28.757.546/0001-00,2019-12-31,1,Plaza Sul Shopping,Não possui caracteristicas que destoem dos demais
28.757.546/0001-00,2019-12-31,1,Catarina Fashion Outlet,Não possui caracteristicas que destoem dos demais
28.757.546/0001-00,2019-12-31,1,Shopping Cidade Jardim,Não possui caracteristicas que destoem dos demais
28.757.546/0001-00,2019-12-31,1,Santana Parque Shopping,Não possui caracteristicas que destoem dos demais
28.757.546/0001-00,2019-12-31,1,Parque Shopping Belém,Não possui caracteristicas que destoem dos demais
28.757.546/0001-00,2019-12-31,1,Shopping Cidade São Paulo,Não possui caracteristicas que destoem dos demais
28.899.178/0001-35,2019-09-30,1,Terreno,Contrato de locação
28.899.178/0001-35,2019-12-31,1,Terreno,Contrato de locação
29.242.809/0001-01,2019-12-31,1,Não se aplica.,Não se aplica.
29.242.844/0001-20,2019-12-31,1,Não se aplica.,Não se aplica.
29.641.226/0001-53,2019-03-31,1,-,-
29.641.226/0001-53,2019-06-30,1,-,-
29.641.226/0001-53,2019-09-30,1,-,-
29.641.226/0001-53,2019-12-31,1,-,-
29.800.650/0001-01,2019-09-30,1,COOPERATIVA CENTRAL AURORA ALIMENTOS,Não possui caracteristicas que destoem dos demais
29.800.650/0001-01,2019-12-31,1,COOPERATIVA CENTRAL AURORA ALIMENTOS,Não possui caracteristicas que destoem dos demais
30.048.651/0001-12,2019-06-30,1,,
30.048.651/0001-12,2019-09-30,1,Edifício Sky Corporate,Nenhuma característica contratual que destoe sensivelmente dos demais
30.048.651/0001-12,2019-09-30,1,Edifício Central Vila Olímpia,Nenhuma característica contratual que destoe sensivelmente dos demais
30.048.651/0001-12,2019-12-31,2,Edifício Sky Corporate,Nenhuma característica contratual que destoe sensivelmente dos demais
30.048.651/0001-12,2019-12-31,2,Edifício Central Vila Olímpia,Nenhuma característica contratual que destoe sensivelmente dos demais
30.048.651/0001-12,2019-12-31,2,Edifício Vila Olímpia Corporate,Nenhuma característica contratual que destoe sensivelmente dos demais
30.048.651/0001-12,2019-12-31,2,Edifício Icon Faria Lima,Nenhuma característica contratual que destoe sensivelmente dos demais
30.091.506/0001-14,2019-03-31,1,Indianópolis,Demais cláusulas são confidenciais.
30.091.506/0001-14,2019-03-31,1,Muniz Barreto,Demais cláusulas são confidenciais.
30.091.506/0001-14,2019-03-31,1,"Marquês de Olinda, 51",Demais cláusulas são confidenciais.
30.091.506/0001-14,2019-03-31,1,"Marquês de Olinda, 70",Demais cláusulas são confidenciais.
30.091.506/0001-14,2019-06-30,1,Indianópolis,Demais cláusulas são confidenciais.
30.091.506/0001-14,2019-06-30,1,Muniz Barreto,Demais cláusulas são confidenciais.
30.091.506/0001-14,2019-06-30,1,"Marquês de Olinda, 51",Demais cláusulas são confidenciais.
30.091.506/0001-14,2019-06-30,1,"Marquês de Olinda, 70",Demais cláusulas são confidenciais.
30.178.506/0001-56,2019-12-31,1,não há,não há
30.258.790/0001-70,2019-03-31,1,Não se aplica.,Não se aplica.
30.258.790/0001-70,2019-06-28,1,Não se aplica.,Não se aplica.
30.258.790/0001-70,2019-09-30,1,Não se aplica.,Não se aplica.
30.258.790/0001-70,2019-12-31,1,Não se aplica.,Não se aplica.
30.492.505/0001-81,2019-03-31,1,"Escritório - Rua Almirante Heraclito da Graça, 234 - Barra da Tijuca - Rio de Janeiro - RJ","O prazo de duração do contrato é de 10 (dez) anos, com inicio em 01/07/2018 e termino em 30/06/2028, com reajuste a cada 12 (doze) meses, pela variação positiva  do IGP-M  (FGV)"
30.492.505/0001-81,2019-06-30,1,"Escritório - Rua Almirante Heraclito da Graça, 234 - Barra da Tijuca - Rio de Janeiro - RJ","O prazo de duração do contrato é de 10 (dez) anos, com inicio em 01/07/2018 e termino em 30/06/2028, com reajuste a cada 12 (doze) meses, pela variação positiva  do IGP-M  (FGV)"
30.492.505/0001-81,2019-09-30,1,"Escritório - Rua Almirante Heraclito da Graça, 234 - Barra da Tijuca - Rio de Janeiro - RJ","O prazo de duração do contrato é de 10 (dez) anos, com inicio em 01/07/2018 e termino em 30/06/2028, com reajuste a cada 12 (doze) meses, pela variação positiva  do IGP-M  (FGV)"
30.492.505/0001-81,2019-12-31,1,"Escritório - Rua Almirante Heraclito da Graça, 234 - Barra da Tijuca - Rio de Janeiro - RJ","O prazo de duração do contrato é de 10 (dez) anos, com inicio em 01/07/2018 e termino em 30/06/2028, com reajuste a cada 12 (doze) meses, pela variação positiva  do IGP-M  (FGV)"
30.629.603/0001-18,2019-03-29,1,Imóvel de Guarulhos,Não possui caracteristicas que destoem dos demais
30.629.603/0001-18,2019-03-29,1,Imóvel de Extrema,
30.629.603/0001-18,2019-06-30,1,Galpão - Guarulhos,Não possui caracteristicas que destoem dos demais
30.629.603/0001-18,2019-06-30,1,Galpão - Extrema,Não possui caracteristicas que destoem dos demais
30.629.603/0001-18,2019-09-30,1,Galpão - Guarulhos,Não possui caracteristicas que destoem dos demais
30.629.603/0001-18,2019-09-30,1,Galpão - Modulo - Extrema,Não possui caracteristicas que destoem dos demais
30.629.603/0001-18,2019-12-31,1,Galpão - Guarulhos,Não possui caracteristicas que destoem dos demais
30.629.603/0001-18,2019-12-31,1,Galpão - Modulo - Extrema,Não possui caracteristicas que destoem dos demais
30.629.603/0001-18,2019-12-31,1,Imóvel Mauá,Não possui caracteristicas que destoem dos demais
30.629.603/0001-18,2019-12-31,1,Galpão - Modulo - Extrema R047,Não possui caracteristicas que destoem dos demais
30.629.603/0001-18,2019-12-31,1,Imóvel Itapevi,Não possui caracteristicas que destoem dos demais
30.629.603/0001-18,2019-12-31,1,Imóvel Araucária,Não possui caracteristicas que destoem dos demais
30.642.032/0001-51,2019-03-31,1,Não se aplica.,Não se aplica.
30.642.032/0001-51,2019-07-31,1,Não se aplica.,Não se aplica.
30.642.032/0001-51,2019-09-30,1,Não se aplica.,Não se aplica.
30.642.032/0001-51,2019-12-31,2,Não se aplica.,Não se aplica.
30.654.849/0001-40,2019-12-31,1,Edifício Módulo Rebouças,Imovel alugado (vencimento 09/20)
30.654.849/0001-40,2019-12-31,1,Condomínio Edifício Fidalga,Imovel alugado (vencimento 06/24)
30.654.849/0001-40,2019-12-31,1,Edifício Corporate Evolution,Imovel alugado
30.791.386/0001-68,2019-06-30,1,,
30.791.386/0001-68,2019-09-30,1,,
30.791.386/0001-68,2019-12-31,2,,
30.871.660/0001-09,2019-09-30,1,Ed. Beira Lorena,Conforme item anterior
30.871.660/0001-09,2019-09-30,1,Hotel Novo Mundo,Conforme item anterior
30.871.660/0001-09,2019-09-30,1,Ed. Maestro Cardim,Conforme item anterior
30.871.660/0001-09,2019-12-31,1,Ed. Beira Lorena,Conforme item anterior
30.871.660/0001-09,2019-12-31,1,Hotel Novo Mundo,Conforme item anterior
30.871.660/0001-09,2019-12-31,1,Ed. Maestro Cardim,Conforme item anterior
30.871.716/0001-25,2019-03-31,1,Imóvel 1,Conforme item 1.1.2.1.4
30.871.716/0001-25,2019-06-30,1,Imóvel 1,Conforme item 1.1.2.1.4
30.871.716/0001-25,2019-09-30,1,Imóvel Estela,Não se aplicável
30.871.716/0001-25,2019-09-30,1,Imovel Correia Dias,Não se aplicável
30.871.716/0001-25,2019-09-30,1,Imovel Correia Dias,Não se aplicável
30.871.716/0001-25,2019-09-30,1,Imovel Correia Dias,Não se aplicável
30.871.716/0001-25,2019-09-30,1,Casa Estela,Não se aplicável
31.145.875/0001-05,2019-03-31,1,Paulista,
31.145.875/0001-05,2019-03-31,1,Morumbi,
31.145.875/0001-05,2019-06-30,1,Paulista,
31.145.875/0001-05,2019-06-30,1,Morumbi,
31.145.875/0001-05,2019-09-30,1,Paulista,
31.145.875/0001-05,2019-09-30,1,Morumbi,
31.145.875/0001-05,2019-12-31,2,Paulista,
31.145.875/0001-05,2019-12-31,2,Morumbi,
31.508.219/0001-20,2019-12-31,1,,
31.547.782/0001-07,2019-03-31,1,Fazenda Cachoeira,"Parceria agrícola, fazendo parte desta, os equipamentos e benfeitorias fixas existentes nos imóveis."
31.547.782/0001-07,2019-06-30,1,Fazenda Cachoeira,"Parceria agrícola, fazendo parte desta, os equipamentos e benfeitorias fixas existentes nos imóveis."
31.547.782/0001-07,2019-09-30,1,Fazenda Cachoeira,"Parceria agrícola, fazendo parte desta, os equipamentos e benfeitorias fixas existentes nos imóveis."
31.547.782/0001-07,2019-12-31,1,Fazenda Cachoeira,"Parceria agrícola, fazendo parte desta, os equipamentos e benfeitorias fixas existentes nos imóveis."
31.894.369/0001-19,2019-09-30,1,CONJUNTO ALAMEDAS,Conforme intem anterior
31.894.369/0001-19,2019-12-31,1,CONJUNTO ALAMEDAS,Item acima
31.894.369/0001-19,2019-12-31,1,ED RACHID SALIBA,Item acima
31.962.875/0001-06,2019-03-31,3,Prologis Cajamar II,"Não há características que destoem dos demais contratos, conforme acima 1.1.2.1.4"
31.962.875/0001-06,2019-03-31,3,Prologis Cajamar III,"Não há características que destoem dos demais contratos, conforme acima 1.1.2.1.4"
31.962.875/0001-06,2019-03-31,3,Prologis Castelo Branco KM46,"Não há características que destoem dos demais contratos, conforme acima 1.1.2.1.4"
31.962.875/0001-06,2019-03-31,3,Prologis Dutra SP,"Não há características que destoem dos demais contratos, conforme acima 1.1.2.1.4"
31.962.875/0001-06,2019-03-31,3,Prologis Caxias,"Não há características que destoem dos demais contratos, conforme acima 1.1.2.1.4"
31.962.875/0001-06,2019-03-31,3,Prologis Queimados,"Não há características que destoem dos demais contratos, conforme acima 1.1.2.1.4"
31.962.875/0001-06,2019-06-30,3,Prologis Cajamar II,"Não há características que destoem dos demais contratos, conforme acima 1.1.2.1.4"
31.962.875/0001-06,2019-06-30,3,Prologis Cajamar III,"Não há características que destoem dos demais contratos, conforme acima 1.1.2.1.4"
31.962.875/0001-06,2019-06-30,3,Prologis Castelo Branco KM46,"Não há características que destoem dos demais contratos, conforme acima 1.1.2.1.4"
31.962.875/0001-06,2019-06-30,3,Prologis Dutra SP,"Não há características que destoem dos demais contratos, conforme acima 1.1.2.1.4"
31.962.875/0001-06,2019-06-30,3,Prologis Caxias,"Não há características que destoem dos demais contratos, conforme acima 1.1.2.1.4"
31.962.875/0001-06,2019-06-30,3,Prologis Queimados,"Não há características que destoem dos demais contratos, conforme acima 1.1.2.1.4"
31.962.875/0001-06,2019-09-30,2,Prologis Cajamar II,"Não há características que destoem dos demais contratos, conforme acima 1.1.2.1.4"
31.962.875/0001-06,2019-09-30,2,Prologis Cajamar III,"Não há características que destoem dos demais contratos, conforme acima 1.1.2.1.4"
31.962.875/0001-06,2019-09-30,2,Prologis Castelo Branco KM46,"Não há características que destoem dos demais contratos, conforme acima 1.1.2.1.4"
31.962.875/0001-06,2019-09-30,2,Prologis Dutra SP,"Não há características que destoem dos demais contratos, conforme acima 1.1.2.1.4"
31.962.875/0001-06,2019-09-30,2,Prologis Caxias,"Não há características que destoem dos demais contratos, conforme acima 1.1.2.1.4"
31.962.875/0001-06,2019-09-30,2,Prologis Queimados,"Não há características que destoem dos demais contratos, conforme acima 1.1.2.1.4"
31.962.875/0001-06,2019-12-31,2,Prologis Cajamar II,"Não há características que destoem dos demais contratos, conforme acima 1.1.2.1.4"
